Analysis Time;Product Name;Product Code;Sample Type;Sample Number;Sample Comment;Instrument Name;Instrument Serial Number;Humedad;Standard Deviation Humedad;Min Humedad;Max Humedad;Global H Humedad;Neighbourhood H Humedad;t-statistics Humedad;Ref Humedad;Grasa;Standard Deviation Grasa;Min Grasa;Max Grasa;Global H Grasa;Neighbourhood H Grasa;t-statistics Grasa;Ref Grasa;Cenizas;Standard Deviation Cenizas;Min Cenizas;Max Cenizas;Global H Cenizas;Neighbourhood H Cenizas;Ref Cenizas;pH;Standard Deviation pH;Min pH;Max pH;Global H pH;Neighbourhood H pH;t-statistics pH;Ref pH;Cup id;Cup type
20/05/2022 14:59;CACAO (TORTA);CACAO_TORTA;Normal;1632/22;;NIRS DS3 F;91889831;3.2;0.005;3.195;3.207;;;0.2;3.22;13.34;0.145;13.151;13.555;1.66;0.14;5.69;11.41;;;;;;;;5.63;0.078;5.542;5.782;1.66;0.14;-0.27;5.6;82125;2501
20/05/2022 15:02;CACAO (TORTA);CACAO_TORTA;Normal;1633/22;;NIRS DS3 F;91889831;3.41;0.004;3.4;3.411;;;0.52;3.4;13.49;0.073;13.368;13.57;3.01;0.66;6.1;11.83;;;;;;;;5.6;0.047;5.551;5.699;3.01;0.66;-0.32;5.5;82125;2501
20/05/2022 15:07;CACAO (TORTA);CACAO_TORTA;Normal;1634/22;;NIRS DS3 F;91889831;3.23;0.008;3.225;3.244;;;0.25;3.24;13.47;0.127;13.311;13.649;1.8;0.34;6.05;11.8;;;;;;;;5.54;0.051;5.467;5.617;1.8;0.34;-0.4;5.45;82139;2501
20/05/2022 15:10;CACAO (TORTA);CACAO_TORTA;Normal;1635/22;;NIRS DS3 F;91889831;2.24;0.005;2.232;2.246;;;-1.33;2.49;13.49;0.119;13.375;13.701;2.87;0.54;6.1;11.13;;;;;;;;5.53;0.027;5.483;5.56;2.87;0.54;-0.41;5.43;82125;2501
20/05/2022 15:14;CACAO (POLVO);CACAO_POLVO;Normal;1619/22;;NIRS DS3 F;91889831;2.48;0.012;2.465;2.494;6.45;1.63;;2.41;11.3;0.042;11.236;11.355;0.63;0.03;;11.1;6.43;0.053;6.367;6.508;6.45;1.63;;5.45;0.052;5.399;5.545;6.45;1.63;;5.62;82139;2501
20/05/2022 15:16;CACAO (POLVO);CACAO_POLVO;Normal;1621/22;;NIRS DS3 F;91889831;2.59;0.008;2.575;2.601;8.82;3.02;;2.61;11.16;0.016;11.129;11.174;1.18;0.15;;10.85;6.53;0.067;6.448;6.64;8.82;3.02;;5.51;0.041;5.48;5.593;8.82;3.02;;5.66;82125;2501
20/05/2022 15:17;CACAO (POLVO);CACAO_POLVO;Normal;1622/22;;NIRS DS3 F;91889831;3.3;0.01;3.285;3.315;1.45;0.59;;3.33;11.09;0.018;11.053;11.102;1;0.16;;10.89;10.94;0.069;10.829;11.018;1.45;0.59;11.21;7.06;0.05;7;7.141;1.45;0.59;;7.1;82139;2501
20/05/2022 15:19;CACAO (POLVO);CACAO_POLVO;Normal;1624/22;;NIRS DS3 F;91889831;2.68;0.01;2.66;2.69;6.93;1.85;;2.71;11.29;0.054;11.185;11.361;0.65;0.03;;10.98;6.41;0.069;6.323;6.538;6.93;1.85;;5.46;0.041;5.407;5.52;6.93;1.85;;5.53;82125;2501
20/05/2022 15:20;CACAO (POLVO);CACAO_POLVO;Normal;1625/22;;NIRS DS3 F;91889831;3.31;0.014;3.292;3.323;3.07;1.21;;3.29;11.57;0.031;11.532;11.626;1.12;0.13;;11.53;11.69;0.073;11.593;11.778;3.07;1.21;12.06;7.41;0.048;7.329;7.458;3.07;1.21;;7.59;82139;2501
20/05/2022 15:22;CACAO (POLVO);CACAO_POLVO;Normal;1629/22;;NIRS DS3 F;91889831;2.65;0.008;2.644;2.668;8.21;2.57;;2.65;11.18;0.014;11.16;11.194;1.06;0.08;;10.84;6.19;0.052;6.142;6.288;8.21;2.57;;5.31;0.055;5.232;5.407;8.21;2.57;;5.54;82125;2501
20/05/2022 15:23;CACAO (POLVO);CACAO_POLVO;Normal;1630/22;;NIRS DS3 F;91889831;3.38;0.01;3.367;3.391;2.55;1.46;;3.4;11.45;0.022;11.421;11.484;0.69;0.04;;11.3;12.06;0.083;11.968;12.2;2.55;1.46;12.21;7.31;0.034;7.265;7.352;2.55;1.46;;7.31;82139;2501
23/05/2022 16:51;CACAO (POLVO);CACAO_POLVO;Normal;1636/22;;NIRS DS3 F;91889831;2.76;0.011;2.739;2.768;5.11;1.08;;2.74;11.26;0.019;11.22;11.28;0.44;0.01;;10.99;6.44;0.047;6.386;6.519;5.11;1.08;;5.49;0.032;5.446;5.551;5.11;1.08;;5.53;82139;2501
23/05/2022 16:53;CACAO (POLVO);CACAO_POLVO;Normal;1639/22;;NIRS DS3 F;91889831;3.48;0.006;3.471;3.49;1.68;0.7;;3.51;11.48;0.018;11.456;11.509;0.82;0.07;;11.36;12.18;0.061;12.085;12.258;1.68;0.7;12.37;7.36;0.034;7.297;7.392;1.68;0.7;;7.31;82125;2501
23/05/2022 16:54;CACAO (POLVO);CACAO_POLVO;Normal;1643/22;;NIRS DS3 F;91889831;2.55;0.018;2.53;2.577;5.85;1.38;;2.64;11.31;0.038;11.227;11.339;0.45;0.02;;10.92;6.55;0.108;6.414;6.74;5.85;1.38;;5.23;0.063;5.166;5.324;5.85;1.38;;5.48;82139;2501
23/05/2022 16:56;CACAO (POLVO);CACAO_POLVO;Normal;1644/22;;NIRS DS3 F;91889831;3.56;0.008;3.555;3.574;24.62;11.37;;3.63;11.37;0.021;11.349;11.405;0.45;0.23;;10.59;12.02;0.1;11.857;12.146;24.62;11.37;12.39;8.45;0.028;8.393;8.474;24.62;11.37;;7.87;82125;2501
23/05/2022 16:57;CACAO (POLVO);CACAO_POLVO;Normal;1646/22;;NIRS DS3 F;91889831;3.12;0.021;3.094;3.147;1.13;0.56;;3.05;11.34;0.019;11.302;11.359;0.74;0.13;;11.37;11.52;0.062;11.449;11.613;1.13;0.56;12.59;7.33;0.048;7.266;7.403;1.13;0.56;;7.6;82139;2501
23/05/2022 16:58;CACAO (TORTA);CACAO_TORTA;Normal;1651/22;;NIRS DS3 F;91889831;1.79;0.016;1.776;1.818;;;-2.04;1.94;12.69;0.078;12.594;12.841;2.2;0.27;3.91;11.73;;;;;;;;5.45;0.086;5.369;5.551;2.2;0.27;-0.53;5.45;82125;2501
23/05/2022 17:01;CACAO (TORTA);CACAO_TORTA;Normal;1652/22;;NIRS DS3 F;91889831;3.05;0.017;3.032;3.072;;;-0.04;3.09;12.34;0.087;12.248;12.483;1.21;0.16;2.94;11.38;;;;;;;;5.72;0.045;5.661;5.77;1.21;0.16;-0.16;5.57;82139;2501
23/05/2022 17:03;CACAO (TORTA);CACAO_TORTA;Normal;1653/22;;NIRS DS3 F;91889831;3.05;0.017;3.027;3.069;;;-0.05;3.26;12.45;0.066;12.37;12.55;0.96;0.17;3.25;11.53;;;;;;;;5.68;0.049;5.612;5.749;0.96;0.17;-0.21;5.45;82139;2501
23/05/2022 17:06;CACAO (TORTA);CACAO_TORTA;Normal;1654/22;;NIRS DS3 F;91889831;3.26;0.017;3.241;3.289;;;0.29;3.31;12.69;0.147;12.431;12.901;1.76;0.3;3.9;11.15;;;;;;;;5.62;0.023;5.593;5.655;1.76;0.3;-0.29;5.53;82125;2501
23/05/2022 17:09;CACAO (TORTA);CACAO_TORTA;Normal;1656/22;;NIRS DS3 F;91889831;3.02;0.015;3.006;3.043;;;-0.08;3.04;13.21;0.119;13.021;13.4;3.52;1.05;5.35;11.39;;;;;;;;5.64;0.06;5.558;5.727;3.52;1.05;-0.27;5.54;82139;2501
23/05/2022 17:14;CACAO (TORTA);CACAO_TORTA;Normal;1657/22;;NIRS DS3 F;91889831;3.06;0.008;3.048;3.072;;;-0.03;3.12;13.14;0.229;12.884;13.518;2.51;0.41;5.15;11.65;;;;;;;;5.59;0.056;5.515;5.664;2.51;0.41;-0.34;5.49;82125;2501
23/05/2022 17:17;CACAO (TORTA);CACAO_TORTA;Normal;1658/22;;NIRS DS3 F;91889831;3.13;0.016;3.105;3.142;;;0.08;3.12;12.94;0.112;12.789;13.12;2.23;0.35;4.59;11.19;;;;;;;;5.68;0.041;5.619;5.74;2.23;0.35;-0.2;5.51;82139;2501
24/05/2022 15:23;CACAO (POLVO);CACAO_POLVO;Normal;1642/22;;NIRS DS3 F;91889831;2.66;0.017;2.63;2.684;5.02;0.95;;2.85;11.2;0.029;11.18;11.265;0.62;0.05;;11.04;6.42;0.063;6.357;6.554;5.02;0.95;;5.29;0.044;5.218;5.346;5.02;0.95;;5.52;82125;2501
24/05/2022 15:25;CACAO (POLVO);CACAO_POLVO;Normal;1661/22;;NIRS DS3 F;91889831;2.5;0.003;2.491;2.5;6.94;2.3;;2.65;10.99;0.034;10.939;11.021;0.93;0.03;;10.98;6.64;0.035;6.578;6.689;6.94;2.3;;5.25;0.062;5.149;5.345;6.94;2.3;;5.53;82139;2501
24/05/2022 15:26;CACAO (POLVO);CACAO_POLVO;Normal;1665/22;;NIRS DS3 F;91889831;2.74;0.008;2.727;2.749;3.4;0.61;;2.88;11.35;0.021;11.292;11.351;0.43;0.02;;11.36;6.67;0.063;6.58;6.751;3.4;0.61;;5.54;0.047;5.463;5.615;3.4;0.61;;5.57;82125;2501
24/05/2022 15:28;CACAO (POLVO);CACAO_POLVO;Normal;1666/22;;NIRS DS3 F;91889831;3.41;0.01;3.4;3.425;1.58;0.43;;3.45;11.28;0.02;11.259;11.313;0.29;0;;11.5;6.16;0.037;6.101;6.211;1.58;0.43;;5.48;0.028;5.452;5.534;1.58;0.43;;5.47;82139;2501
24/05/2022 15:29;CACAO (POLVO);CACAO_POLVO;Normal;1668/22;;NIRS DS3 F;91889831;2.9;0.008;2.882;2.907;3.18;0.49;;3;11.35;0.045;11.274;11.398;0.38;0.02;;11.4;6.39;0.044;6.306;6.438;3.18;0.49;;5.35;0.047;5.293;5.418;3.18;0.49;;5.54;82125;2501
24/05/2022 15:30;CACAO (POLVO);CACAO_POLVO;Normal;1669/22;;NIRS DS3 F;91889831;3.09;0.007;3.082;3.098;3.7;1.57;;3.17;11.38;0.019;11.378;11.422;2.33;0.35;;11.55;6.35;0.066;6.261;6.439;3.7;1.57;;5.56;0.057;5.482;5.65;3.7;1.57;;5.51;82139;2501
24/05/2022 15:31;CACAO (POLVO);CACAO_POLVO;Normal;1670/22;;NIRS DS3 F;91889831;2.67;0.016;2.65;2.693;3.03;0.48;;2.84;11.39;0.02;11.365;11.412;0.36;0.03;;11.45;6.69;0.054;6.602;6.774;3.03;0.48;;5.51;0.027;5.471;5.54;3.03;0.48;;5.57;82125;2501
24/05/2022 15:34;CACAO (TORTA);CACAO_TORTA;Normal;1672/22;;NIRS DS3 F;91889831;3.49;0.006;3.485;3.501;;;0.66;3.48;12.79;0.139;12.66;13.055;1.44;0.21;4.18;11.71;;;;;;;;5.46;0.031;5.427;5.502;1.44;0.21;-0.51;5.43;82139;2501
24/05/2022 15:36;CACAO (TORTA);CACAO_TORTA;Normal;1673/22;;NIRS DS3 F;91889831;3.28;0.005;3.271;3.286;;;0.32;3.19;13.41;0.107;13.209;13.524;4.77;1.9;5.87;10.82;;;;;;;;5.57;0.056;5.49;5.626;4.77;1.9;-0.36;5.57;82125;2501
24/05/2022 15:38;CACAO (TORTA);CACAO_TORTA;Normal;1674/22;;NIRS DS3 F;91889831;3.36;0.011;3.345;3.376;;;0.45;3.34;14.54;0.083;14.449;14.686;3.69;1.1;9;11.67;;;;;;;;5.57;0.069;5.456;5.66;3.69;1.1;-0.35;5.51;82139;2501
24/05/2022 15:40;CACAO (TORTA);CACAO_TORTA;Normal;1675/22;;NIRS DS3 F;91889831;3.92;0.009;3.904;3.927;;;1.34;3.88;13.31;0.166;13.043;13.506;1.76;0.26;5.61;11.56;;;;;;;;5.45;0.05;5.382;5.524;1.76;0.26;-0.53;5.4;82125;2501
24/05/2022 15:43;CACAO (TORTA);CACAO_TORTA;Normal;1676/22;;NIRS DS3 F;91889831;2.41;0.012;2.385;2.418;;;-1.06;2.48;13.5;0.445;12.875;14.083;2.49;0.69;6.13;10.93;;;;;;;;5.55;0.031;5.509;5.604;2.49;0.69;-0.38;5.4;82139;2501
25/05/2022 15:15;CACAO (POLVO);CACAO_POLVO;Normal;1679/22;;NIRS DS3 F;91889831;2.48;0.01;2.463;2.493;6.29;1.66;;2.63;11.23;0.034;11.168;11.273;0.46;0.01;;11.93;6.73;0.088;6.599;6.821;6.29;1.66;;5.25;0.043;5.209;5.311;6.29;1.66;;5.5;82139;2501
25/05/2022 15:17;CACAO (POLVO);CACAO_POLVO;Normal;1680/22;;NIRS DS3 F;91889831;2.46;0.01;2.448;2.474;6.96;1.92;;2.59;11.21;0.031;11.161;11.265;0.49;0.01;;10.39;6.72;0.054;6.664;6.806;6.96;1.92;;5.21;0.049;5.168;5.311;6.96;1.92;;5.51;82125;2501
25/05/2022 15:18;CACAO (TORTA);CACAO_TORTA;Normal;1688/22;;NIRS DS3 F;91889831;2.93;0.006;2.922;2.938;;;-0.23;2.88;11.74;0.069;11.62;11.84;4.59;1.96;1.29;10.51;;;;;;;;5.57;0.042;5.501;5.619;4.59;1.96;-0.36;5.56;82139;2501
25/05/2022 15:19;CACAO (TORTA);CACAO_TORTA;Normal;1689/22;;NIRS DS3 F;91889831;3.09;0.007;3.079;3.098;;;0.02;2.98;13.04;0.118;12.875;13.195;2.06;0.34;4.88;11.18;;;;;;;;5.66;0.036;5.619;5.708;2.06;0.34;-0.23;5.73;82125;2501
25/05/2022 15:22;CACAO (TORTA);CACAO_TORTA;Normal;1692/22;;NIRS DS3 F;91889831;2.45;0.007;2.434;2.456;;;-1;2.48;13.43;0.081;13.31;13.536;1.91;0.46;5.95;10.51;;;;;;;;5.45;0.058;5.383;5.525;1.91;0.46;-0.52;5.38;82139;2501
25/05/2022 15:23;CACAO (TORTA);CACAO_TORTA;Normal;1693/22;;NIRS DS3 F;91889831;2.39;0.008;2.374;2.396;;;-1.1;2.38;14.5;0.083;14.398;14.599;2.03;0.63;8.87;10.29;;;;;;;;5.51;0.062;5.439;5.597;2.03;0.63;-0.44;5.42;82125;2501
25/05/2022 15:24;CACAO (TORTA);CACAO_TORTA;Normal;1694/22;;NIRS DS3 F;91889831;2.39;0.009;2.379;2.403;;;-1.09;2.37;14.49;0.087;14.322;14.566;2.34;0.79;8.85;11.48;;;;;;;;5.51;0.03;5.474;5.552;2.34;0.79;-0.44;5.41;82139;2501
25/05/2022 15:25;CACAO (TORTA);CACAO_TORTA;Normal;1695/22;;NIRS DS3 F;91889831;2.46;0.013;2.444;2.478;;;-0.98;2.44;13.82;0.162;13.607;14.028;2.07;0.53;7.02;11.65;;;;;;;;5.5;0.047;5.408;5.542;2.07;0.53;-0.46;5.44;82125;2501
25/05/2022 15:26;CACAO (TORTA);CACAO_TORTA;Normal;1696/22;;NIRS DS3 F;91889831;2.57;0.004;2.56;2.574;;;-0.81;2.6;13.9;0.126;13.641;14.043;2.29;0.41;7.23;10.97;;;;;;;;5.48;0.03;5.434;5.511;2.29;0.41;-0.49;5.36;82139;2501
25/05/2022 15:28;CACAO (TORTA);CACAO_TORTA;Normal;1697/22;;NIRS DS3 F;91889831;2.14;0.008;2.131;2.153;;;-1.48;2.25;14.58;0.12;14.424;14.808;2.96;1;9.09;11.51;;;;;;;;5.56;0.045;5.503;5.638;2.96;1;-0.37;5.42;82125;2501
25/05/2022 15:29;CACAO (TORTA);CACAO_TORTA;Normal;1698/22;;NIRS DS3 F;91889831;2.51;0.006;2.506;2.52;;;-0.9;2.53;14.07;0.119;13.945;14.294;2.12;0.56;7.69;11.12;;;;;;;;5.47;0.053;5.376;5.536;2.12;0.56;-0.5;5.38;82139;2501
25/05/2022 15:30;CACAO (TORTA);CACAO_TORTA;Normal;1699-1700/22;;NIRS DS3 F;91889831;2.51;0.007;2.501;2.52;;;-0.9;2.49;13.73;0.161;13.503;13.894;3.21;0.77;6.76;11.21;;;;;;;;5.49;0.046;5.413;5.557;3.21;0.77;-0.47;5.42;82125;2501
26/05/2022 14:51;CACAO (POLVO);CACAO_POLVO;Normal;1708/22;;NIRS DS3 F;91889831;3.26;0.006;3.256;3.274;3.01;1.52;;3.41;11.03;0.022;10.994;11.062;1.07;0.22;;11.16;7.38;0.043;7.325;7.452;3.01;1.52;7.35;5.99;0.058;5.89;6.069;3.01;1.52;;5.82;82125;2501
26/05/2022 14:52;CACAO (POLVO);CACAO_POLVO;Normal;1713/22;;NIRS DS3 F;91889831;3.22;0.008;3.212;3.236;0.82;0.38;;3.16;11.15;0.023;11.121;11.18;0.81;0.05;;11.4;9.68;0.05;9.603;9.761;0.82;0.38;9.65;6.73;0.06;6.604;6.801;0.82;0.38;;6.65;82139;2501
26/05/2022 14:53;CACAO (POLVO);CACAO_POLVO;Normal;1715/22;;NIRS DS3 F;91889831;3.15;0.006;3.145;3.163;0.81;0.35;;3.19;11.15;0.014;11.13;11.177;0.95;0.06;;11.35;9.87;0.045;9.797;9.93;0.81;0.35;9.7;6.74;0.041;6.67;6.78;0.81;0.35;;6.69;82125;2501
26/05/2022 14:54;CACAO (POLVO);CACAO_POLVO;Normal;1716/22;;NIRS DS3 F;91889831;2.19;0.006;2.18;2.199;5.83;2.2;;2.33;11.51;0.042;11.45;11.571;2.45;0.57;;11.65;6.8;0.067;6.698;6.915;5.83;2.2;6.5;5.3;0.044;5.251;5.358;5.83;2.2;;5.42;82139;2501
26/05/2022 14:56;CACAO (TORTA);CACAO_TORTA;Normal;1718/22;;NIRS DS3 F;91889831;2.89;0.018;2.868;2.918;;;-0.18;2.96;11.43;0.026;11.402;11.486;0.61;0.14;0.22;11.86;;;;;;;;5.56;0.05;5.481;5.616;;;-0.35;5.66;82125;2501
26/05/2022 14:57;CACAO (TORTA);CACAO_TORTA;Normal;1719/22;;NIRS DS3 F;91889831;2.52;0.024;2.486;2.556;;;-0.79;2.55;11.27;0.044;11.206;11.34;1.02;0.27;-0.23;11.14;;;;;;;;5.45;0.031;5.421;5.515;;;-0.51;5.51;82139;2501
26/05/2022 14:58;CACAO (TORTA);CACAO_TORTA;Normal;1720/22;;NIRS DS3 F;91889831;3.99;0.031;3.933;4.023;;;1.64;3.93;11.51;0.018;11.487;11.546;1;0.19;0.45;11.73;;;;;;;;5.47;0.03;5.416;5.506;;;-0.48;5.52;82125;2501
26/05/2022 14:59;CACAO (TORTA);CACAO_TORTA;Normal;1722/22;;NIRS DS3 F;91889831;3.98;0.034;3.939;4.026;;;1.63;3.94;11.45;0.035;11.409;11.495;1;0.28;0.29;11.75;;;;;;;;5.47;0.054;5.386;5.529;;;-0.48;5.51;82139;2501
26/05/2022 15:01;CACAO (TORTA);CACAO_TORTA;Normal;1723/22;;NIRS DS3 F;91889831;3.85;0.037;3.798;3.903;;;1.42;3.83;11.35;0.03;11.307;11.387;0.87;0.28;-0.02;11.27;;;;;;;;5.45;0.071;5.356;5.567;;;-0.51;5.53;82125;2501
26/05/2022 15:02;CACAO (TORTA);CACAO_TORTA;Normal;1724/22;;NIRS DS3 F;91889831;4.07;0.021;4.046;4.111;;;1.78;3.98;11.64;0.011;11.632;11.664;0.97;0.25;0.83;11.87;;;;;;;;5.42;0.057;5.327;5.498;;;-0.56;5.43;82139;2501
26/05/2022 15:04;CACAO (TORTA);CACAO_TORTA;Normal;1725/22;;NIRS DS3 F;91889831;2.43;0.012;2.413;2.45;;;-0.95;2.56;11.48;0.018;11.452;11.51;0.9;0.18;0.37;11.29;;;;;;;;5.34;0.039;5.276;5.371;;;-0.67;5.37;82125;2501
26/05/2022 15:05;CACAO (TORTA);CACAO_TORTA;Normal;1726/22;;NIRS DS3 F;91889831;2.55;0.018;2.525;2.575;;;-0.74;2.29;11.77;0.025;11.744;11.819;1.23;0.11;1.19;11.7;;;;;;;;5.46;0.051;5.4;5.536;;;-0.5;5.54;82139;2501
26/05/2022 15:06;CACAO (TORTA);CACAO_TORTA;Normal;1727/22;;NIRS DS3 F;91889831;2.43;0.018;2.409;2.459;;;-0.94;2.57;12.13;0.031;12.094;12.179;2.51;0.54;2.21;11.93;;;;;;;;5.35;0.042;5.298;5.416;;;-0.65;5.46;82125;2501
26/05/2022 15:07;CACAO (TORTA);CACAO_TORTA;Normal;1728/22;;NIRS DS3 F;91889831;2.38;0.018;2.345;2.398;;;-1.03;2.56;12.03;0.025;12.012;12.075;2.14;0.37;1.93;11.67;;;;;;;;5.35;0.041;5.305;5.405;;;-0.65;5.44;82139;2501
26/05/2022 15:08;CACAO (TORTA);CACAO_TORTA;Normal;1729/22;;NIRS DS3 F;91889831;2.6;0.023;2.563;2.635;;;-0.66;2.83;12.05;0.039;11.997;12.092;2.3;0.62;1.98;11.97;;;;;;;;5.22;0.048;5.151;5.267;;;-0.83;5.4;82125;2501
27/05/2022 15:45;CACAO (POLVO);CACAO_POLVO;Normal;1734/22;;NIRS DS3 F;91889831;3.16;0.009;3.15;3.174;1.57;0.55;;3.21;11.19;0.02;11.165;11.22;1.18;0.24;;11.36;8.45;0.028;8.418;8.492;1.57;0.55;7.71;6.27;0.058;6.202;6.347;1.57;0.55;;6.13;82125;2501
27/05/2022 15:47;CACAO (POLVO);CACAO_POLVO;Normal;1736/22;;NIRS DS3 F;91889831;3.18;0.012;3.17;3.207;1.83;0.82;;3.21;11.37;0.033;11.34;11.442;1.24;0.28;;11.25;11.73;0.088;11.58;11.814;1.83;0.82;10.76;7.33;0.042;7.267;7.398;1.83;0.82;;7.11;82125;2501
27/05/2022 15:49;CACAO (POLVO);CACAO_POLVO;Normal;1740/22;;NIRS DS3 F;91889831;3.6;0.007;3.586;3.606;20.42;9.01;;3.7;11.46;0.052;11.403;11.525;0.63;0.32;;10.78;11.05;0.089;10.962;11.215;20.42;9.01;10.92;8.06;0.037;8.026;8.134;20.42;9.01;;7.32;82139;2501
27/05/2022 15:50;CACAO (TORTA);CACAO_TORTA;Normal;1744/22;;NIRS DS3 F;91889831;2.16;0.049;2.107;2.242;;;-1.39;2.2;11.1;0.03;11.056;11.136;1.04;0.26;-0.72;10.71;;;;;;;;5.38;0.031;5.329;5.414;;;-0.61;5.44;82125;2501
27/05/2022 15:51;CACAO (TORTA);CACAO_TORTA;Normal;1745/22;;NIRS DS3 F;91889831;3.96;0.02;3.926;3.992;;;1.6;3.83;11.24;0.018;11.22;11.272;1.15;0.37;-0.33;10.72;;;;;;;;5.48;0.039;5.442;5.55;;;-0.46;5.5;82139;2501
27/05/2022 15:52;CACAO (TORTA);CACAO_TORTA;Normal;1746/22;;NIRS DS3 F;91889831;3.9;0.022;3.867;3.928;;;1.5;3.81;11.35;0.035;11.308;11.418;1.19;0.42;-0.02;10.99;;;;;;;;5.46;0.073;5.343;5.542;;;-0.49;5.51;82125;2501
27/05/2022 15:53;CACAO (TORTA);CACAO_TORTA;Normal;1747/22;;NIRS DS3 F;91889831;3.95;0.028;3.919;4.001;;;1.59;3.84;11.42;0.029;11.378;11.455;1.07;0.34;0.2;11.1;;;;;;;;5.47;0.072;5.348;5.563;;;-0.48;5.51;82139;2501
27/05/2022 15:55;CACAO (TORTA);CACAO_TORTA;Normal;1748/22;;NIRS DS3 F;91889831;3.43;0.026;3.389;3.467;;;0.71;3.49;12.11;0.014;12.098;12.141;3.44;0.37;2.17;11.98;;;;;;;;5.65;0.043;5.601;5.716;;;-0.22;5.66;82125;2501
27/05/2022 15:56;CACAO (TORTA);CACAO_TORTA;Normal;1749/22;;NIRS DS3 F;91889831;3.1;0.02;3.067;3.13;;;0.17;3.17;11.99;0.027;11.963;12.03;3.76;0.59;1.82;;;;;;;;;5.66;0.057;5.578;5.732;;;-0.21;5.61;82139;2501
30/05/2022 15:54;CACAO (POLVO);CACAO_POLVO;Normal;1752/22;;NIRS DS3 F;91889831;2.64;0.008;2.627;2.646;3.41;1.33;;2.95;11.21;0.041;11.191;11.306;1.44;0.38;;11.14;11.87;0.07;11.75;11.955;3.41;1.33;10.63;7.46;0.031;7.434;7.523;3.41;1.33;;7.17;82139;2501
30/05/2022 15:57;CACAO (POLVO);CACAO_POLVO;Normal;1756/22;;NIRS DS3 F;91889831;3;0.009;2.989;3.015;1.14;0.37;;3.1;11.25;0.051;11.17;11.299;1.1;0.2;;10.7;11.63;0.043;11.571;11.683;1.14;0.37;10.7;7.25;0.034;7.207;7.298;1.14;0.37;;7.27;82139;2501
30/05/2022 15:59;CACAO (POLVO);CACAO_POLVO;Normal;1757/22;;NIRS DS3 F;91889831;3.87;0.007;3.857;3.876;19.94;8.19;;3.8;11.45;0.026;11.405;11.484;0.2;0.28;;10.47;11.4;0.064;11.318;11.474;19.94;8.19;10.44;8.28;0.043;8.223;8.334;19.94;8.19;;8.04;82139;2501
30/05/2022 16:00;CACAO (TORTA);CACAO_TORTA;Normal;1764/22;;NIRS DS3 F;91889831;3.09;0.031;3.053;3.13;;;0.14;3.14;11;0.015;10.983;11.021;0.77;0.11;-1.01;11.04;;;;;;;;7.1;0.06;6.976;7.148;;;1.81;7.2;82125;2501
30/05/2022 16:01;CACAO (TORTA);CACAO_TORTA;Normal;1766/22;;NIRS DS3 F;91889831;3.46;0.02;3.425;3.483;;;0.76;3.46;11.41;0.027;11.366;11.456;0.29;0.08;0.16;11.09;;;;;;;;5.37;0.047;5.289;5.446;;;-0.63;5.48;82139;2501
30/05/2022 16:02;CACAO (TORTA);CACAO_TORTA;Normal;1767/22;;NIRS DS3 F;91889831;3.8;0.02;3.777;3.827;;;1.33;3.77;11.19;0.02;11.155;11.203;0.55;0.07;-0.48;11.06;;;;;;;;5.4;0.039;5.354;5.483;;;-0.57;5.5;82125;2501
30/05/2022 16:03;CACAO (TORTA);CACAO_TORTA;Normal;1768/22;;NIRS DS3 F;91889831;3.71;0.025;3.689;3.755;;;1.18;3.79;12.32;0.032;12.285;12.38;3.27;1.09;2.77;11.98;;;;;;;;5.52;0.038;5.475;5.587;;;-0.42;5.67;82139;2501
30/05/2022 16:06;CACAO (TORTA);CACAO_TORTA;Normal;1770/22;;NIRS DS3 F;91889831;2.07;0.022;2.05;2.111;;;-1.54;2.08;11.09;0.022;11.065;11.13;1.4;0.32;-0.74;10.67;;;;;;;;5.35;0.032;5.31;5.391;;;-0.65;5.47;82125;2501
30/05/2022 16:07;CACAO (TORTA);CACAO_TORTA;Normal;1771/22;;NIRS DS3 F;91889831;2.7;0.023;2.668;2.729;;;-0.5;2.77;11;0.016;10.974;11.015;1.05;0.12;-1.02;10.39;;;;;;;;5.42;0.074;5.335;5.493;;;-0.55;5.47;82139;2501
30/05/2022 16:08;CACAO (TORTA);CACAO_TORTA;Normal;1772/22;;NIRS DS3 F;91889831;2.54;0.019;2.523;2.572;;;-0.76;2.58;11.67;0.032;11.61;11.708;0.61;0.16;0.9;11.34;;;;;;;;5.42;0.036;5.381;5.489;;;-0.55;5.45;82125;2501
30/05/2022 16:09;CACAO (TORTA);CACAO_TORTA;Normal;1773/22;;NIRS DS3 F;91889831;2.2;0.016;2.182;2.228;;;-1.32;2.2;11.12;0.037;11.044;11.158;1.15;0.18;-0.67;10.84;;;;;;;;5.43;0.04;5.372;5.506;;;-0.54;5.47;82139;2501
30/05/2022 16:10;CACAO (TORTA);CACAO_TORTA;Normal;1774/22;;NIRS DS3 F;91889831;2.27;0.022;2.241;2.294;;;-1.21;2.28;11.27;0.025;11.236;11.312;0.54;0.25;-0.25;11.07;;;;;;;;5.36;0.056;5.272;5.42;;;-0.64;5.43;82125;2501
